產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
卡通199-兒童,小貓巴克里,2017-12-28,卡通199/7+推薦/小貓巴克里 ,巴克里是一隻無憂無慮的城市貓，是城裡的混世魔王，生活過的很滋潤。直到某天陰錯陽差的被載到鄉下去，展開了一連串的歷險記！在開始感受到鄉村人情味，和寵物醫院王醫生的女兒阿芬變成好朋友的同時，村子裡卻開始發生一連串不尋常的事件。,"巴克里,阿芬",,http://mod.cht.com.tw/video/drama-details.php?id=439709,http://mod.cht.com.tw/img/iappic/439709.jpg,2017-10-06 21:55:42
卡通199-兒童,快樂星貓,2017-12-28,卡通199/卡通明星/快樂星貓 ,廣大浩瀚的宇宙中，除了人類居住的地球以外，還有許許多多不同的種族。主角─星貓，最崇拜的人是和自己同族的─大力貓。傳說中，大力貓和12星座的勇者，一起合力打敗了邪惡的壞蛋黑魔王，讓宇宙恢復和平。一日，星貓發現了一個秘密洞穴。因為他的調皮搗蛋，而把監禁在洞穴中的黑魔王給放出來造成天下大亂。黑魔王打傷了天神星的衛兵和大天神後逃到人類的世界，而闖禍的星貓則被罰要到地球把黑魔王給抓回來戴罪立功。,,,http://mod.cht.com.tw/video/drama-details.php?id=388015,http://mod.cht.com.tw/img/iappic/388015.jpg,2017-10-06 21:55:42
卡通199-兒童,Super Why S3,2018-08-30,卡通199/7+推薦/Super Why S3 ,故事發生在一個叫 故事書 的村莊裡，而這個村莊，就在一座兒童圖書館的書架後面！在這座村莊裡，住著圖書館裡那些故事書中的所有童話人物，比如你認識的小紅帽；三隻小豬；豌豆公主；傑克……。超級讀者隊將前進故事中，運用各自的能力，幫童話故事解決難題。利用神奇的力量，大家就可以飛到圖書裡面，去尋找可以解決他們遇到的各種各樣困難的辦法。,"偉德,小汪汪,小豬,蕾蕾,莎莎公主",,http://mod.cht.com.tw/video/drama-details.php?id=407035,http://mod.cht.com.tw/img/iappic/407035.jpg,2017-10-06 21:55:42
卡通199-兒童,咪咪羊上學趣,2018-06-28,卡通199/2+推薦/咪咪羊上學趣 ,咪咪羊要開始去上學囉，學校裡有好多同學，每天早上一起手腳並用動動腦、一起遊戲玩耍、一起用功學習，你也想跟他做朋友嗎?快跟著咪咪羊一起上學趣！,咪咪羊,,http://mod.cht.com.tw/video/drama-details.php?id=381300,http://mod.cht.com.tw/img/iappic/381300.jpg,2017-10-06 21:55:42
卡通199-兒童,大長今I,2017-12-28,卡通199/世界名著/大長今I ,【第1集 長今之夢】失去雙親寄住在德久家的長今，從小夢想就是能夠進宮當御膳房的宮女。這天她跟德久的兒子東兒在追捕家犬小旺旺時，不小心闖入正在辦喜宴的大官宅第，並把宴會用的麵條全打翻。為了彌補這過失，長今靈機一動回去拿了一桶玉米糊來製麵。 她製的麵雖然樣似蝌蚪，但口感極佳，結果這相貌不揚的蝌蚪麵卻很受到歡迎。甚至正巧駕臨的殿下吃了也讚不絕口。就在這樣的機緣下，長今獲得御膳房尚宮的推薦得以入宮應試。,"徐長今,李連生,盧昌伊,崔今英,閔政浩,中宗,崔尚宮",,http://mod.cht.com.tw/video/drama-details.php?id=358772,http://mod.cht.com.tw/img/iappic/358772.jpg,2017-10-06 21:55:42
卡通199-兒童,豬豬俠11,2020-10-26,卡通199/精選兒童/豬豬俠11 ,第1集【復活！善與惡】，雙子城，相傳那裡的秘境中有一片垂直的鏡湖，湖水可以複製出邪惡雙生子，光明與黑暗從那一刻起就註定了要互相對立，一直到打敗並吸收了對方為止！超人強和波比把化成石像的喬伊偷運到傳說中的禁地雙子城，他們用雙子湖神秘的力量讓黑暗喬伊復活了。第2集 【對立！光與暗】，雙子城裡，光明喬伊得知黑暗喬伊要攻打水晶城，於是戰略撤退，走前還把黑暗喬伊困在雙子城。超人強和波比要追，卻被黑暗喬伊叫住，他們即將開啟雙子城中時空傳送陣。喬伊告知豬豬俠危機即將來臨，豬豬俠與他的夥伴嚴陣以待。,,,http://mod.cht.com.tw/video/drama-details.php?id=438440,http://mod.cht.com.tw/img/iappic/438440.jpg,2017-10-06 21:55:42
卡通199-兒童,唐朝小栗子,2017-12-28,卡通199/兒童節目/唐朝小栗子 ,故事背景發生在中國唐朝的一個普通家庭及小兒子「小栗子」日常生活的故事。以借古喻今的方式，呈現現代小朋友所需的生活禮儀。將生活中的小故事，以有趣易懂的故事來呈現，蘊含慈濟人文精神，讓現代的孩子自然而然地去體悟自省，重拾中華傳統文化的美好。,,,http://mod.cht.com.tw/video/drama-details.php?id=439598,http://mod.cht.com.tw/img/iappic/439598.jpg,2017-10-06 21:55:42
卡通199-兒童,真珠美人魚,2018-06-28,卡通199/夢幻少女/真珠美人魚 ,第１集　「真珠的眼淚」人魚公主露亞，為了尋找當年為了救一名遇難男生而遺失的真珠，來到了人間界。在一個偶然的機會下遇到一個名叫海斗的沖浪男孩，露亞直覺海斗似乎就是當年救的男孩。直到海斗沖浪落海，受制於伊姿爾，才證實露亞的直覺正確，也因此找回昔日的真珠…。更令人驚訝的是露亞上學後認識的同學－波音，原來也是人魚公主…,"七海露亞,寶生波音,洞院莉娜,加琳香蓮,加琳諾葳爾,可可,沙羅,星羅,堂本海斗",,http://mod.cht.com.tw/video/drama-details.php?id=169459,http://mod.cht.com.tw/img/iappic/169459.jpg,2017-10-06 21:55:42
卡通199-兒童,PORORO第5季,2018-06-28,卡通199/卡通明星/PORORO第5季 ,在一個遙遠的地方，有個遠離人類被冰雪覆蓋的寧靜海島。海島的森林裡有個小村莊，裡面住著一群可愛的小動物。他們是好奇淘氣的小企鵝波露露（Pororo）、溫和的大北極熊波比、愛管閒事的小狐狸艾迪、膽小怕事的小海狸露比、友善的小企鵝妹妹貝蒂、逍遙自在的蜂鳥哈利和淘氣的小恐龍小龍。這些生活在一起的小動物有著不同的性格和愛好，因此時常也會在平靜的生活中發生一些誤會、爭吵或有趣的事。但是他們始終都是好朋友，懂得互相幫助，總能找到及時解決困難的辦法。,"勞勞,艾迪",,http://mod.cht.com.tw/video/drama-details.php?id=446264,http://mod.cht.com.tw/img/iappic/446264.jpg,2017-10-06 21:55:42
卡通199-兒童,Rainbow Ruby,2018-06-28,卡通199/7+推薦/Rainbow Ruby ,每當收到求助信號後，寶兒和她心愛的泰迪熊可可便開始為她們的奇幻之旅做準備，撐開彩虹傘換上彩虹雨衣，寶兒的小房間就會像魔法般變成了彩虹小鎮。寶兒帶上裡面裝滿魔法道具的彩虹旅行箱前往彩虹小鎮幫助她的好朋友們！,"寶兒,可可",,http://mod.cht.com.tw/video/drama-details.php?id=443573,http://mod.cht.com.tw/img/iappic/443573.jpg,2017-10-06 21:55:42
